Temporada,Date,Home,Away,Goles_Local,Goles_Visitante,Resultado_Texto,Resultado_Num,Attendance,Venue,Referee
2017,2018-04-28,Huracán,Atlé Tucumán,3.0,2.0,Victoria,1.0,0.0,Estadio 15 de Abril,Patricio Loustau
2017,2018-04-27,Godoy Cruz,San Martín SJ,2.0,0.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Germán Delfino
2017,2018-04-29,Patronato,San Lorenzo,0.0,0.0,Empate,0.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Darío Herrera
2017,2018-04-29,Belgrano,Colón,1.0,0.0,Victoria,1.0,0.0,Estadio Pedro Bidegaín,Silvio Trucco
2017,2018-04-30,Unión,Talleres–C,3.0,0.0,Victoria,1.0,0.0,Estadio Monumental Presidente José Fierr...,Hernán Mastrángelo
2017,2018-04-30,Club Olimpo,Tigre,1.0,5.0,Derrota,-1.0,0.0,Estadio Roberto Natalio Carminatti,Fernando Espinoza
2017,2018-05-04,San Martín SJ,Vélez Sarsfield,0.0,2.0,Derrota,-1.0,0.0,Estadio Ingeniero Hilario Sánchez,Jorge Baliño
2017,2018-05-05,Arsenal,Rosario Central,4.0,0.0,Victoria,1.0,0.0,Estadio Julio Humberto Grondona,Pedro Argañaraz
2017,2018-05-05,Arg Juniors,Godoy Cruz,1.0,2.0,Derrota,-1.0,0.0,Estadio Diego Armando Maradona,Patricio Loustau
2017,2018-05-05,Newell's Old Boys,Defensa y Justicia,1.0,0.0,Victoria,1.0,0.0,Estadio Marcelo Alberto Bielsa,Andrés Merlos
2017,2018-05-05,Talleres–C,Huracán,0.0,0.0,Empate,0.0,0.0,Estadio Mario Alberto Kempes,Mauro Vigliano
2017,2018-05-05,Atlé Tucumán,Club Olimpo,1.0,1.0,Empate,0.0,0.0,Estadio Monumental Presidente José Fierr...,Diego Abal
2017,2018-05-04,San Lorenzo,Belgrano,2.0,0.0,Victoria,1.0,0.0,Estadio Pedro Bidegaín,Nicolás Lamolina
2017,2018-05-06,Temperley,Patronato,1.0,2.0,Derrota,-1.0,0.0,Estadio Alfredo Martín Beranger,Facundo Tello
2017,2018-05-06,Independiente,Gimnasia–LP,2.0,2.0,Empate,0.0,0.0,Estadio Libertadores de América,Silvio Trucco
2017,2018-05-06,Tigre,Lanús,0.0,0.0,Empate,0.0,0.0,Estadio José Dellagiovanna,Pablo Dóvalo
2017,2018-05-06,Boca Juniors,Unión,2.0,0.0,Victoria,1.0,0.0,Estadio Alberto José Armando,Germán Delfino
2017,2018-05-06,Estudiantes–LP,Racing Club,1.0,2.0,Derrota,-1.0,0.0,Estadio Ciudad de La Plata,Fernando Espinoza
2017,2018-05-07,Banfield,Chacarita,2.0,1.0,Victoria,1.0,0.0,Estadio Florencio Solá,Darío Herrera
2017,2018-05-07,Colón,River Plate,0.0,0.0,Empate,0.0,0.0,Estadio Brigadier General Estanislao Lóp...,Fernando Rapallini
2017,2018-05-09,Racing Club,Arsenal,2.0,0.0,Victoria,1.0,0.0,Estadio Presidente Juan Domingo Perón,Jorge Baliño
2017,2018-05-09,Gimnasia–LP,Boca Juniors,2.0,2.0,Empate,0.0,0.0,Estadio Dr. Lisandro de la Torre,Facundo Tello
2017,2018-05-10,Colón,Vélez Sarsfield,0.0,1.0,Derrota,-1.0,0.0,Estadio Brigadier General Estanislao Lóp...,Andrés Merlos
2017,2018-05-11,River Plate,Estudiantes–LP,2.0,0.0,Victoria,1.0,0.0,Estadio Chacarita Juniors,Ariel Penel
2017,2018-05-11,Chacarita,San Martín SJ,1.0,4.0,Derrota,-1.0,0.0,Estadio Chacarita Juniors,Federico Beligoy
2017,2018-05-12,Huracán,Boca Juniors,3.0,3.0,Empate,0.0,0.0,Estadio Tomás Adolfo Ducó,Fernando Rapallini
2017,2018-05-12,Patronato,Banfield,0.0,0.0,Empate,0.0,0.0,Estadio Presbítero Bartolomé Grella,Pablo Echavarría
2017,2018-05-12,Club Olimpo,Talleres–C,2.0,2.0,Empate,0.0,0.0,Estadio Roberto Natalio Carminatti,Silvio Trucco
2017,2018-05-12,Defensa y Justicia,Arsenal,2.0,0.0,Victoria,1.0,0.0,Estadio Norberto Tito Tomaghello,Facundo Tello
2017,2018-05-12,Unión,Independiente,1.0,0.0,Victoria,1.0,0.0,Estadio 15 de Abril,Fernando Echenique
2017,2018-05-12,Belgrano,Temperley,2.0,3.0,Derrota,-1.0,0.0,Estadio Julio César Villagra,Hernán Mastrángelo
2017,2018-05-11,Lanús,Atlé Tucumán,0.0,0.0,Empate,0.0,0.0,Estadio Ciudad de Lanús,Juan Pompei
2017,2018-05-13,Godoy Cruz,Tigre,2.0,0.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Néstor Pitana
2017,2018-05-13,Vélez Sarsfield,Arg Juniors,1.0,1.0,Empate,0.0,0.0,Estadio José Amalfitani,Darío Herrera
2017,2018-05-14,Rosario Central,Estudiantes–LP,1.0,1.0,Empate,0.0,0.0,Estadio Dr. Lisandro de la Torre,Jorge Baliño
2017,2018-05-14,Racing Club,Colón,1.0,3.0,Derrota,-1.0,0.0,Estadio Juan Domingo Perón,Diego Abal
2017,2018-05-14,River Plate,San Lorenzo,2.0,0.0,Victoria,1.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Patricio Loustau
2017,2018-05-14,Gimnasia–LP,Newell's Old Boys,2.0,0.0,Victoria,1.0,0.0,Estadio Juan Carmelo Zerillo,Julio Barraza
2018,2018-08-10,Vélez Sarsfield,Newell's Old Boys,2.0,0.0,Victoria,1.0,0.0,Estadio José Amalfitani,Fernando Echenique
2018,2018-08-11,Gimnasia–LP,Arg Juniors,1.0,0.0,Victoria,1.0,0.0,Estadio Juan Carmelo Zerillo,Hernán Mastrángelo
2018,2018-08-11,Unión,Aldosivi,1.0,0.0,Victoria,1.0,0.0,Estadio 15 de Abril,Silvio Trucco
2018,2018-08-11,Patronato,Colón,0.0,0.0,Empate,0.0,0.0,Estadio Presbítero Bartolomé Grella,Pedro Argañaraz
2018,2018-08-11,Belgrano,San Martín SJ,0.0,0.0,Empate,0.0,0.0,Estadio Julio César Villagra,Germán Delfino
2018,2018-08-10,Tigre,San Lorenzo,2.0,2.0,Empate,0.0,0.0,Estadio José Dellagiovanna,Fernando Espinoza
2018,2018-08-12,Boca Juniors,Talleres–C,1.0,0.0,Victoria,1.0,0.0,Estadio Alberto José Armando,Facundo Tello
2018,2018-08-12,Godoy Cruz,Estudiantes–LP,1.0,0.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Jorge Baliño
2018,2018-08-12,Lanús,Defensa y Justicia,2.0,2.0,Empate,0.0,0.0,Estadio Ciudad de Lanús,Fernando Rapallini
2018,2018-08-12,Rosario Central,Banfield,1.0,0.0,Victoria,1.0,0.0,Estadio Dr. Lisandro de la Torre,Diego Abal
2018,2018-08-12,Huracán,River Plate,0.0,0.0,Empate,0.0,0.0,Estadio Tomás Adolfo Ducó,Patricio Loustau
2018,2018-08-13,Atlé Tucumán,Racing Club,2.0,2.0,Empate,0.0,0.0,Estadio Monumental Presidente José Fierr...,Néstor Pitana
2018,2018-08-17,Talleres–C,Rosario Central,0.0,1.0,Derrota,-1.0,0.0,Estadio Mario Alberto Kempes,Andrés Merlos
2018,2018-08-18,Defensa y Justicia,Atlé Tucumán,1.0,1.0,Empate,0.0,0.0,Estadio Norberto Tito Tomaghello,Fernando Espinoza
2018,2018-08-18,Banfield,Gimnasia–LP,1.0,0.0,Victoria,1.0,0.0,Estadio Florencio Solá,Ariel Penel
2018,2018-08-18,Arg Juniors,Godoy Cruz,0.0,0.0,Empate,0.0,0.0,Estadio Diego Armando Maradona,Pablo Echavarría
2018,2018-08-18,River Plate,Belgrano,0.0,0.0,Empate,0.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Silvio Trucco
2018,2018-08-17,Newell's Old Boys,Independiente,2.0,2.0,Empate,0.0,0.0,Estadio Marcelo Alberto Bielsa,Mauro Vigliano
2018,2018-08-19,San Martín SJ,Patronato,1.0,0.0,Victoria,1.0,0.0,Estadio Ingeniero Hilario Sánchez,Fernando Rapallini
2018,2018-08-19,Colón,Tigre,2.0,2.0,Empate,0.0,0.0,Estadio Brigadier General Estanislao Lóp...,Germán Delfino
2018,2018-08-19,Aldosivi,Huracán,2.0,1.0,Victoria,1.0,0.0,Estadio José María Minella,Néstor Pitana
2018,2018-08-19,San Lorenzo,Lanús,2.0,2.0,Empate,0.0,0.0,Estadio Pedro Bidegaín,Fernando Echenique
2018,2018-08-19,Racing Club,Vélez Sarsfield,2.0,0.0,Victoria,1.0,0.0,Estadio Presidente Juan Domingo Perón,Nicolás Lamolina
2018,2018-08-20,Estudiantes–LP,Boca Juniors,2.0,0.0,Victoria,1.0,0.0,Estadio Ciudad de La Plata,Diego Abal
2018,2018-08-20,San Martin,Unión,1.0,1.0,Empate,0.0,0.0,Estadio Eva Perón de San Miguel de Tucum...,Patricio Loustau
2018,2018-08-24,Belgrano,Estudiantes–LP,2.0,1.0,Victoria,1.0,0.0,Estadio Julio César Villagra,Nicolás Lamolina
2018,2018-08-24,Patronato,Racing Club,0.0,3.0,Derrota,-1.0,0.0,Estadio Presbítero Bartolomé Grella,Fernando Espinoza
2018,2018-08-25,Gimnasia–LP,Talleres–C,0.0,2.0,Derrota,-1.0,0.0,Estadio Juan Carmelo Zerillo,Silvio Trucco
2018,2018-08-25,Tigre,San Martín SJ,2.0,2.0,Empate,0.0,0.0,Estadio José Dellagiovanna,Diego Abal
2018,2018-08-25,River Plate,Arg Juniors,0.0,0.0,Empate,0.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Fernando Rapallini
2018,2018-08-24,Independiente,Defensa y Justicia,0.0,1.0,Derrota,-1.0,0.0,Estadio Libertadores de América,Jorge Baliño
2018,2018-08-24,Atlé Tucumán,Colón,2.0,1.0,Victoria,1.0,0.0,Estadio Monumental Presidente José Fierr...,Pablo Echavarría
2018,2018-08-26,Vélez Sarsfield,Banfield,1.0,1.0,Empate,0.0,0.0,Estadio José Amalfitani,Darío Herrera
2018,2018-08-26,Lanús,Aldosivi,0.0,1.0,Derrota,-1.0,0.0,Estadio Ciudad de Lanús,Diego Ceballos
2018,2018-08-26,Rosario Central,San Martin,2.0,0.0,Victoria,1.0,0.0,Estadio Dr. Lisandro de la Torre,Ariel Penel
2018,2018-08-26,Huracán,Boca Juniors,0.0,0.0,Empate,0.0,0.0,Estadio Tomás Adolfo Ducó,Germán Delfino
2018,2018-08-27,Godoy Cruz,Newell's Old Boys,2.0,1.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Andrés Merlos
2018,2018-08-27,Unión,San Lorenzo,1.0,1.0,Empate,0.0,0.0,Estadio 15 de Abril,Mauro Vigliano
2018,2018-08-31,Arg Juniors,Lanús,2.0,0.0,Victoria,1.0,0.0,Estadio Diego Armando Maradona,Hernán Mastrángelo
2018,2018-09-01,Defensa y Justicia,Belgrano,1.0,1.0,Empate,0.0,0.0,Estadio Norberto Tito Tomaghello,Mauro Vigliano
2018,2018-09-01,Banfield,Patronato,1.0,0.0,Victoria,1.0,0.0,Estadio Florencio Solá,Andrés Merlos
2018,2018-09-01,Talleres–C,Godoy Cruz,1.0,0.0,Victoria,1.0,0.0,Estadio Mario Alberto Kempes,Darío Herrera
2018,2018-09-01,San Lorenzo,River Plate,1.0,1.0,Empate,0.0,0.0,Estadio Pedro Bidegaín,Jorge Baliño
2018,2018-08-31,San Martín SJ,Huracán,1.0,2.0,Derrota,-1.0,0.0,Estadio Ingeniero Hilario Sánchez,Silvio Trucco
2018,2018-09-02,Racing Club,Rosario Central,2.0,0.0,Victoria,1.0,0.0,Estadio Presidente Juan Domingo Perón,Patricio Loustau
2018,2018-09-02,Estudiantes–LP,Independiente,2.0,2.0,Empate,0.0,0.0,Estadio Ciudad de La Plata,Ariel Penel
2018,2018-09-02,Aldosivi,Tigre,0.0,2.0,Derrota,-1.0,0.0,Estadio José María Minella,Pablo Echavarría
2018,2018-09-02,Colón,Unión,0.0,0.0,Empate,0.0,0.0,Estadio Brigadier General Estanislao Lóp...,Fernando Rapallini
2018,2018-09-02,Boca Juniors,Vélez Sarsfield,3.0,0.0,Victoria,1.0,0.0,Estadio Alberto José Armando,Fernando Echenique
2018,2018-09-03,Newell's Old Boys,Atlé Tucumán,1.0,2.0,Derrota,-1.0,0.0,Estadio Marcelo Alberto Bielsa,Pablo Dóvalo
2018,2018-09-03,San Martin,Gimnasia–LP,1.0,1.0,Empate,0.0,0.0,Estadio Eva Perón de San Miguel de Tucum...,Nazareno Arasa
2018,2018-09-14,Estudiantes–LP,Aldosivi,0.0,2.0,Derrota,-1.0,0.0,Estadio Ciudad de La Plata,Hernán Mastrángelo
2018,2018-09-15,Independiente,Colón,3.0,0.0,Victoria,1.0,0.0,Estadio Libertadores de América,Darío Herrera
2018,2018-09-15,River Plate,San Martín SJ,4.0,1.0,Victoria,1.0,0.0,Estadio Monumental Antonio Vespucio Libe...,Germán Delfino
2018,2018-09-15,Belgrano,Newell's Old Boys,0.0,0.0,Empate,0.0,0.0,Estadio Julio César Villagra,Diego Abal
2018,2018-09-15,Arg Juniors,Boca Juniors,0.0,1.0,Derrota,-1.0,0.0,Estadio Diego Armando Maradona,Andrés Merlos
2018,2018-09-14,Atlé Tucumán,Tigre,3.0,0.0,Victoria,1.0,0.0,Estadio Monumental Presidente José Fierr...,Fernando Echenique
2018,2018-09-16,Patronato,Gimnasia–LP,0.0,2.0,Derrota,-1.0,0.0,Estadio Presbítero Bartolomé Grella,Héctor Paletta
2018,2018-09-16,Vélez Sarsfield,San Martin,1.0,0.0,Victoria,1.0,0.0,Estadio José Amalfitani,Fernando Espinoza
2018,2018-09-16,Unión,Talleres–C,2.0,1.0,Victoria,1.0,0.0,Estadio 15 de Abril,Julio Barraza
2018,2018-09-16,Lanús,Racing Club,0.0,1.0,Derrota,-1.0,0.0,Estadio Ciudad de Lanús,Nicolás Lamolina
2018,2018-09-16,Godoy Cruz,San Lorenzo,1.0,0.0,Victoria,1.0,0.0,Estadio Malvinas Argentinas,Facundo Tello
2018,2018-09-17,Huracán,Banfield,3.0,0.0,Victoria,1.0,0.0,Estadio Tomás Adolfo Ducó,Pablo Echavarría
2018,2018-09-17,Rosario Central,Defensa y Justicia,0.0,1.0,Derrota,-1.0,0.0,Estadio Dr. Lisandro de la Torre,Silvio Trucco
2018,2018-09-21,San Lorenzo,Patronato,3.0,2.0,Victoria,1.0,0.0,Estadio Pedro Bidegaín,Pablo Echavarría
2018,2018-09-22,Newell's Old Boys,Lanús,2.0,0.0,Victoria,1.0,0.0,Estadio Marcelo Alberto Bielsa,Fernando Rapallini
2018,2018-09-22,Talleres–C,Vélez Sarsfield,1.0,1.0,Empate,0.0,0.0,Estadio Mario Alberto Kempes,Patricio Loustau
2018,2018-09-22,Banfield,Independiente,1.0,1.0,Empate,0.0,0.0,Estadio Florencio Solá,Silvio Trucco
2018,2018-09-21,Colón,Godoy Cruz,3.0,1.0,Victoria,1.0,0.0,Estadio Brigadier General Estanislao Lóp...,Diego Abal
2018,2018-09-23,San Martin,Arg Juniors,0.0,0.0,Empate,0.0,0.0,Estadio Eva Perón de San Miguel de Tucum...,Fernando Echenique
2018,2018-09-23,Tigre,Huracán,0.0,2.0,Derrota,-1.0,0.0,Estadio José Dellagiovanna,Jorge Baliño
2018,2018-09-23,San Martín SJ,Atlé Tucumán,1.0,3.0,Derrota,-1.0,0.0,Estadio Ingeniero Hilario Sánchez,Darío Herrera
2018,2018-09-23,Gimnasia–LP,Rosario Central,1.0,1.0,Empate,0.0,0.0,Estadio Juan Carmelo Zerillo,Fernando Espinoza
